sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount,work_status,work_id,amount
75,Normal/Others,"WS/MP577/2024-2025/133607-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),motimalu game main road thi baheda faliya sudhi c.c.road nu kam,17-Jul-2024,2025-03-16,250000,Sanction,WS/MP577/2024-2025/133607,250000.0
76,Normal/Others,"WS/MP577/2024-2025/133608-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),dumka game anganvadi kendr number 4 par c.c.road nu kam,17-Jul-2024,2025-03-16,250000,Sanction,WS/MP577/2024-2025/133608,250000.0
77,Normal/Others,"WS/MP577/2025-2026/133609-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),khalta game mohaniya faliya ma c.c road nu kam,17-Jul-2024,2026-01-02,250000,Sanction,WS/MP577/2025-2026/133609,250000.0
78,Normal/Others,WS/MP577/2026-2027/133610-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),vakota game maji sarpanch faliya ma sarvjanik kuva nu kam,17-Jul-2024,2026-06-30,250000,Sanction,WS/MP577/2026-2027/133610,250000.0
79,Normal/Others,"WS/MP577/2025-2026/133611-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),dhanarpatiya game mukhy  faliyama c.c.road nu kam,17-Jul-2024,2026-01-02,250000,Sanction,WS/MP577/2025-2026/133611,250000.0
80,Normal/Others,"WS/MP577/2024-2025/133612-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),khajuri game mali faliya ma c.c.road nu kam,17-Jul-2024,2025-03-16,250000,Sanction,WS/MP577/2024-2025/133612,250000.0
81,Normal/Others,WS/MP577/2025-2026/133613-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),zabu game bamaniya faliya ma sarvajanik kuva nu kam,17-Jul-2024,2026-01-02,250000,Sanction,WS/MP577/2025-2026/133613,250000.0
82,Normal/Others,"WS/MP577/2025-2026/133614-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),zabu game pateliya faliya ma c.c.road nu kam,17-Jul-2024,2026-01-02,250000,Sanction,WS/MP577/2025-2026/133614,250000.0
83,Normal/Others,WS/MP18152/2024-2025/133686-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school bajakhana main,22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133686,300000.0
84,Normal/Others,WS/MP18152/2024-2025/133687-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Gondara,22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133687,300000.0
85,Normal/Others,WS/MP18152/2024-2025/133688-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Sedha Singhwala,22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133688,300000.0
86,Normal/Others,WS/MP18152/2024-2025/133689-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Rauwala,22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133689,300000.0
87,Normal/Others,WS/MP18152/2024-2025/133690-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Dal Singh Wala,22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133690,300000.0
88,Normal/Others,WS/MP18152/2024-2025/133691-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Bajakhana (Bus adda),22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133691,300000.0
89,Normal/Others,WS/MP18152/2024-2025/133692-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Okandwala,22-Jul-2024,2024-09-02,299155,Physical Inspection,WS/MP18152/2024-2025/133692,299155.0
90,Normal/Others,WS/MP18152/2024-2025/133693-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Gumti Khurd,22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133693,300000.0
91,Normal/Others,WS/MP18152/2024-2025/133694-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Pakka No.4,22-Jul-2024,2024-08-02,300000,Physical Inspection,WS/MP18152/2024-2025/133694,300000.0
92,Normal/Others,WS/MP18152/2024-2025/133695-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of Cycle Shed in Govt Primary school Lambwali,22-Jul-2024,2024-09-02,197304,Physical Inspection,WS/MP18152/2024-2025/133695,197304.0
93,Normal/Others,WS/MP18152/2024-2025/133696-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Pakka No.4,22-Jul-2024,2024-08-02,84500,Physical Inspection,WS/MP18152/2024-2025/133696,84500.0
94,Normal/Others,WS/MP18152/2024-2025/133697-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of Smart Classroom & Cycle Shed in Govt Primary school Machaki Mal Singh,22-Jul-2024,2024-09-02,298940,Physical Inspection,WS/MP18152/2024-2025/133697,298940.0
95,Normal/Others,WS/MP18152/2024-2025/133698-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,22-Jul-2024,2024-09-02,250000,Physical Inspection,WS/MP18152/2024-2025/133698,250000.0
96,Normal/Others,WS/MP18152/2024-2025/133699-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,22-Jul-2024,2024-09-02,84500,Physical Inspection,WS/MP18152/2024-2025/133699,84500.0
97,Normal/Others,WS/MP18152/2024-2025/133700-Installing community drinking water plants,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Gurri Sangar,22-Jul-2024,2025-01-01,100000,Physical Inspection,WS/MP18152/2024-2025/133700,100000.0
98,Normal/Others,WS/MP18152/2024-2025/133701-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Bajakhana Main,22-Jul-2024,2024-08-02,84500,Physical Inspection,WS/MP18152/2024-2025/133701,84500.0
99,Normal/Others,WS/MP18152/2024-2025/133702-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Middle school Chahal,22-Jul-2024,2024-09-02,84500,Physical Inspection,WS/MP18152/2024-2025/133702,84500.0
100,Normal/Others,WS/MP18152/2024-2025/133703-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Dhudi,22-Jul-2024,2024-08-02,84500,Physical Inspection,WS/MP18152/2024-2025/133703,84500.0
101,Normal/Others,WS/MP577/2024-2025/133772-Providing drains and gutters for public drainage,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KHAJURIYA FALIYA MA NAALA NU KAM,20-Jul-2024,2025-01-08,225200,Physical Inspection,WS/MP577/2024-2025/133772,225200.0
102,Normal/Others,"WS/MP577/2024-2025/133773-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME VALAY NADI PAR SANRAKSHAN DIVAL NU KAM,20-Jul-2024,2025-01-08,328900,Physical Inspection,WS/MP577/2024-2025/133773,328900.0
103,Normal/Others,"WS/MP577/2024-2025/133774-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KADECHHA FALIYA MA MUKHY RASTA THI VINODBHAI VALABHAINA GHAR SUDHI R.C.C ROAD NU KAM,20-Jul-2024,2025-01-08,288400,Physical Inspection,WS/MP577/2024-2025/133774,288400.0
104,Normal/Others,WS/MP577/2024-2025/133775-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KUND FALIYA MA SAMUHIK KUVA NU KAM,20-Jul-2024,2025-01-08,292600,Physical Inspection,WS/MP577/2024-2025/133775,292600.0
105,Normal/Others,WS/MP577/2024-2025/133776-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME NARANBHAI NA FALIYA MA SAMUHIK KUVA NU KAM,20-Jul-2024,2025-01-08,289800,Physical Inspection,WS/MP577/2024-2025/133776,289800.0
106,Normal/Others,"WS/MP641/2024-2025/133904-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of flood control embankments in village Makadkheda (Narmada River),22-Jul-2024,2025-01-21,1000000,Vendor Identification,WS/MP641/2024-2025/133904,1000000.0
107,Normal/Others,WS/MP641/2024-2025/133905-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Bhopada at Salakhedi Road,22-Jul-2024,2025-01-05,250000,Work Completed,WS/MP641/2024-2025/133905,250000.0
108,Normal/Others,WS/MP641/2024-2025/133906-Construction of community centers and community halls,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Oon Bujurga at behind Bholaram farm,22-Jul-2024,2025-01-05,500000,Work partially Completed,WS/MP641/2024-2025/133906,500000.0
109,Normal/Others,WS/MP641/2024-2025/133909-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Ranipura (Morani Panchayat) at near old Hanuman Mandir,22-Jul-2024,2024-10-22,250000,Vendor Identification,WS/MP641/2024-2025/133909,250000.0
110,Normal/Others,WS/MP641/2024-2025/133910-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Chervi at near samadhi of Toranmal incident,22-Jul-2024,2024-10-25,200000,Vendor Identification,WS/MP641/2024-2025/133910,200000.0
111,Normal/Others,WS/MP641/2024-2025/133911-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Rosar,22-Jul-2024,2024-10-21,500000,Vendor Identification,WS/MP641/2024-2025/133911,500000.0
112,Normal/Others,WS/MP641/2024-2025/133912-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Bakwadi at near Damodar sahu farm,22-Jul-2024,2024-10-22,1000000,Vendor Identification,WS/MP641/2024-2025/133912,1000000.0
113,Normal/Others,WS/MP641/2024-2025/133913-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Barda at near ShriRam Mandir,22-Jul-2024,2025-03-27,500000,Vendor Identification,WS/MP641/2024-2025/133913,500000.0
114,Normal/Others,WS/MP641/2024-2025/133919-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in Anjad at ward no 04 at near Khatu Shyam Mandir,22-Jul-2024,2024-12-18,200000,Work Completed,WS/MP641/2024-2025/133919,200000.0
115,Normal/Others,WS/MP641/2025-2026/133920-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in Anjad at ward no 01 Dashahara Maidan Kshtriya Rathod Dharmshala,22-Jul-2024,2025-05-12,500000,Vendor Identification,WS/MP641/2025-2026/133920,500000.0
116,Normal/Others,WS/MP641/2025-2026/133921-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in Palsud at ward no 04 Sai Mandir Road behind Rameshwar gole house,22-Jul-2024,2025-05-05,500000,Vendor Identification,WS/MP641/2025-2026/133921,500000.0
117,Normal/Others,WS/MP641/2024-2025/133929-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of additional room in the existing public building in village Barda at Koli Mohalla,22-Jul-2024,2025-03-27,200000,Vendor Identification,WS/MP641/2024-2025/133929,200000.0
118,Normal/Others,WS/MP423/2024-2025/133940-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,khajauli hospital chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133940,1451000.0
119,Normal/Others,WS/MP423/2024-2025/133941-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Basopatti babhan dey chowk ke pass  Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133941,1451000.0
120,Normal/Others,WS/MP423/2024-2025/133944-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,paduma chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133944,1451000.0
121,Normal/Others,WS/MP423/2024-2025/133945-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,ranti chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133945,1451000.0
122,Normal/Others,WS/MP423/2024-2025/133946-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,andhra bazar chowk ke pass Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133946,1451000.0
123,Normal/Others,WS/MP423/2024-2025/133947-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Babunarhi prakhand ke antargat bhatchoura gram sthith sarvjanik mandir ke najdik high mask light ka adhisthapan karya,23-Jul-2024,2025-03-12,994000,Physical Inspection,WS/MP423/2024-2025/133947,994000.0
124,Normal/Others,WS/MP423/2024-2025/133949-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,madhepur thana chowk ke pass  Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133949,1451000.0
125,Normal/Others,WS/MP423/2024-2025/133955-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,bhupatti ges goudam chowk  ke pass bus Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133955,1451000.0
126,Normal/Others,WS/MP423/2024-2025/133959-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,paitghat chowk mandir  ke pass NH ke bagal men Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133959,1451000.0
127,Normal/Others,WS/MP423/2024-2025/133960-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,arariya sangram mithila hat najdik NH ke bagal me Pre Fabricated  bus sheds ka kray and instolation work.,23-Jul-2024,2025-02-21,1451000,Physical Inspection,WS/MP423/2024-2025/133960,1451000.0
128,Normal/Others,WS/MP423/2024-2025/133961-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Utkarmit Uchhy VidyalayChandan Kasera block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,23-Jul-2024,2024-08-20,1096000,Physical Inspection,WS/MP423/2024-2025/133961,1096000.0
129,Normal/Others,WS/MP423/2024-2025/133962-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Uchh Madhymik vidyalay Narkatiya block Bassopatti  men 2 set lab upkaran ka kray evam adhisthapan karya,23-Jul-2024,2024-08-20,1096000,Physical Inspection,WS/MP423/2024-2025/133962,1096000.0
130,Normal/Others,WS/MP423/2024-2025/133963-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,utkarmit uchya madhyamik vidyalay  Durgipatti block KHutauna men  2 set lab upkaran ka kray evam adhisthapan karya,23-Jul-2024,2024-08-20,1096000,Physical Inspection,WS/MP423/2024-2025/133963,1096000.0
