sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount,amount
41762,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233202,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41763,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233354,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41764,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233354,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41765,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233355,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41766,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233355,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41767,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233356,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,125458,125458.0
41768,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233356,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41769,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233357,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41770,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233357,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41771,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233358,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41772,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233358,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41773,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233359,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41774,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233359,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41775,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233360,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41776,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233360,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41777,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233361,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,122903,122903.0
41778,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233361,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41779,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233362,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41780,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233362,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41781,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233363,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41782,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233363,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41783,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233239,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41784,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233239,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41785,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233240,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41786,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233240,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41787,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233241,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41788,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233241,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41789,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233242,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41790,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233242,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41791,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233243,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,115236,115236.0
41792,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233243,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49405,49405.0
41793,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233244,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,117792,117792.0
41794,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233244,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41795,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233245,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41796,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233245,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41797,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233246,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41798,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233246,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41799,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233247,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41800,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233247,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41801,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233248,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,120859,120859.0
41802,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233248,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49402,49402.0
41803,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233249,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,115236,115236.0
41804,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233249,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49405,49405.0
41805,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233272,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41806,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233272,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41807,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233273,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41808,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233273,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41809,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233274,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41810,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233274,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41811,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233275,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41812,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233275,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41813,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233276,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41814,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233276,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41815,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233277,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41816,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233277,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41817,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233278,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,139766,139766.0
41818,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233278,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41819,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233279,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,151687,151687.0
41820,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233279,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49748,49748.0
41821,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233280,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41822,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233280,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41823,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233281,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,125458,125458.0
41824,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/233281,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41825,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234498,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41826,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234498,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41827,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234499,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41828,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234499,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41829,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234500,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41830,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234500,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41831,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234501,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41832,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234501,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41833,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234502,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41834,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234502,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41835,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234503,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41836,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234503,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41837,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234504,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-07,Shiv kumar thekedar,Payment Success,107572,107572.0
41838,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/234504,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-04-22,Shiv kumar thekedar,Payment Success,49403,49403.0
41839,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222414,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41840,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222414,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41841,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222415,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41842,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222415,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41843,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222416,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41844,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222416,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41845,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222417,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41846,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222417,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41847,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222418,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41848,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222418,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41849,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222419,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41850,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222419,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41851,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222420,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41852,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222420,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41853,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222421,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41854,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222421,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41855,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222422,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41856,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222422,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41857,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222571,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41858,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222571,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41859,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222572,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41860,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222572,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41861,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222573,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41862,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222573,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41863,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222574,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41864,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222574,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41865,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222575,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41866,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222575,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41867,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222576,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,130358,130358.0
41868,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222576,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41869,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222577,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41870,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222577,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41871,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222578,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41872,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222578,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41873,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222579,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,107562,107562.0
41874,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222579,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2026-02-26,Shiv kumar thekedar,Payment Success,49397,49397.0
41875,Uttar Pradesh,Lighting of public spaces,WS/MP18226/2025-2026/222580,KHERI(DISTRICT MAGISTRAE KHERI_IDA),UTKARSH VERMA MADHUR,KHERI,2025-12-20,Shiv kumar thekedar,Payment Success,111570,111570.0
