sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed,work_id,amount
71,Normal/Others,"WS/MP777/2024-2025/136696-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Vilaspur men Rampur road se lekar merry Dairy ki ore interlocking & naali nirman, 91 meter",Mahesh Sharma,GAUTAM BUDDHA NAGAR,Images,2025-09-09,906023,WS/MP777/2024-2025/136696,906023.0
72,Normal/Others,WS/MP18152/2024-2025/137632-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Dana Romana,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500,WS/MP18152/2024-2025/137632,84500.0
73,Normal/Others,WS/MP18152/2024-2025/137634-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Ratti Rori Tibbian,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500,WS/MP18152/2024-2025/137634,84500.0
74,Normal/Others,WS/MP18152/2024-2025/137639-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500,WS/MP18152/2024-2025/137639,84500.0
75,Normal/Others,WS/MP18152/2024-2025/137638-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Balbir Basti,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500,WS/MP18152/2024-2025/137638,84500.0
76,Normal/Others,WS/MP18152/2024-2025/137636-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500,WS/MP18152/2024-2025/137636,84500.0
77,Normal/Others,"WS/MP18278/2024-2025/137687-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-14,800000,WS/MP18278/2024-2025/137687,800000.0
78,Normal/Others,"WS/MP18278/2024-2025/137689-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-25,999633,WS/MP18278/2024-2025/137689,999633.0
79,Normal/Others,"WS/MP18278/2024-2025/137679-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-10-28,999941,WS/MP18278/2024-2025/137679,999941.0
80,Normal/Others,WS/MP18278/2024-2025/134670-Construction of boundary walls of existing public and community buildings,Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Construction of community building in the Muslim locality.,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-14,598982,WS/MP18278/2024-2025/134670,598982.0
81,Normal/Others,"WS/MP18278/2024-2025/137680-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM DURPA ME C.C. ROAD NIRMARAN (DAURAM SIDAR GHAR SE CHHEDI LAL GHAR KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-19,984661,WS/MP18278/2024-2025/137680,984661.0
82,Normal/Others,"WS/MP18278/2024-2025/134673-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- From Jogiram house to Teejram house.,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-12-03,499906,WS/MP18278/2024-2025/134673,499906.0
83,Normal/Others,WS/MP18278/2024-2025/134630-Construction of boundary walls of existing public and community buildings,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Construction of boundary walls,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-12-31,1000000,WS/MP18278/2024-2025/134630,1000000.0
84,Normal/Others,WS/MP18152/2024-2025/141223-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights at Gram Panchayat Kothe pakka no 1,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,100000,WS/MP18152/2024-2025/141223,100000.0
85,Normal/Others,WS/MP18152/2024-2025/141195-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000,WS/MP18152/2024-2025/141195,200000.0
86,Normal/Others,WS/MP18152/2024-2025/141192-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141192,150000.0
87,Normal/Others,WS/MP18152/2024-2025/141197-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000,WS/MP18152/2024-2025/141197,200000.0
88,Normal/Others,WS/MP18152/2024-2025/141224-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000,WS/MP18152/2024-2025/141224,200000.0
89,Normal/Others,WS/MP18152/2024-2025/141217-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000,WS/MP18152/2024-2025/141217,200000.0
90,Normal/Others,WS/MP18152/2024-2025/141213-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Nawan Mehmuana,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141213,150000.0
91,Normal/Others,WS/MP18152/2024-2025/141204-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141204,150000.0
92,Normal/Others,WS/MP18152/2024-2025/141199-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141199,150000.0
93,Normal/Others,WS/MP18152/2024-2025/141202-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141202,150000.0
94,Normal/Others,WS/MP18152/2024-2025/141201-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141201,150000.0
95,Normal/Others,WS/MP18152/2024-2025/141200-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141200,150000.0
96,Normal/Others,WS/MP18152/2024-2025/141208-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141208,150000.0
97,Normal/Others,WS/MP18152/2024-2025/141209-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141209,150000.0
98,Normal/Others,WS/MP18152/2024-2025/141210-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141210,150000.0
99,Normal/Others,WS/MP18152/2024-2025/141211-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141211,150000.0
100,Normal/Others,WS/MP18152/2024-2025/141207-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141207,150000.0
101,Normal/Others,WS/MP18152/2024-2025/141206-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141206,150000.0
102,Normal/Others,WS/MP18152/2024-2025/141205-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141205,150000.0
103,Normal/Others,WS/MP18152/2024-2025/141215-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 4,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141215,150000.0
104,Normal/Others,WS/MP18152/2024-2025/141212-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141212,150000.0
105,Normal/Others,WS/MP18152/2024-2025/141214-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 1,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000,WS/MP18152/2024-2025/141214,150000.0
106,Normal/Others,WS/MP393/2024-2025/140635-Street lights,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),thirupuvanam town panchayat (mplads 2022-23) 16th ward chinna muthumariamman kovil near mini mast light,Shri Karti P Chidambaram,SIVAGANGA,Images,2024-09-24,500000,WS/MP393/2024-2025/140635,500000.0
107,Normal/Others,"WS/MP18336/2024-2025/135505-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, kirtu verma ke byara se main road tak, Village Sontara, Block Tilda, Dist Raipur",BRIJMOHAN AGRAWAL,RAIPUR,Images,2025-05-29,1000000,WS/MP18336/2024-2025/135505,1000000.0
108,Normal/Others,"WS/MP18336/2024-2025/135506-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, Rakesh ke ghar se Hemnath ke ghar tak, Gram Janjgira, Block Tilda, Dist Raipur",BRIJMOHAN AGRAWAL,RAIPUR,Images,2025-05-29,1000000,WS/MP18336/2024-2025/135506,1000000.0
109,Normal/Others,WS/MP18153/2024-2025/137282-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. primary School Sodhi Nagar (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232297,WS/MP18153/2024-2025/137282,232297.0
110,Normal/Others,WS/MP18153/2024-2025/137281-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415,WS/MP18153/2024-2025/137281,232415.0
111,Normal/Others,WS/MP18153/2024-2025/137280-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Sodhi Nagar (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232062,WS/MP18153/2024-2025/137280,232062.0
112,Normal/Others,WS/MP18153/2024-2025/137279-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Sodhe Wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2025-03-18,232415,WS/MP18153/2024-2025/137279,232415.0
113,Normal/Others,WS/MP18153/2024-2025/137278-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650,WS/MP18153/2024-2025/137278,232650.0
114,Normal/Others,WS/MP18153/2024-2025/137286-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Sulhani (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2025-01-07,232767,WS/MP18153/2024-2025/137286,232767.0
115,Normal/Others,WS/MP18153/2024-2025/137285-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Sen. Sec. (Girls) School Mamdot (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232767,WS/MP18153/2024-2025/137285,232767.0
116,Normal/Others,WS/MP18153/2024-2025/137284-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jawahar Singh Wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,231710,WS/MP18153/2024-2025/137284,231710.0
117,Normal/Others,WS/MP18153/2024-2025/137283-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary  School Bhure Kalan (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2025-01-08,232497,WS/MP18153/2024-2025/137283,232497.0
118,Normal/Others,WS/MP18153/2024-2025/137292-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Wahge wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650,WS/MP18153/2024-2025/137292,232650.0
119,Normal/Others,WS/MP18153/2024-2025/137291-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Jamitpur Dheru (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,231240,WS/MP18153/2024-2025/137291,231240.0
120,Normal/Others,WS/MP18153/2024-2025/137290-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jamitpur Dheru(Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650,WS/MP18153/2024-2025/137290,232650.0
121,Normal/Others,WS/MP18153/2024-2025/137289-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Ferozeshah (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232297,WS/MP18153/2024-2025/137289,232297.0
122,Normal/Others,WS/MP18153/2024-2025/137288-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Adarsh Sen. Sec. School Bukan Khan wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232532,WS/MP18153/2024-2025/137288,232532.0
123,Normal/Others,WS/MP18153/2024-2025/137287-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Lohgarh (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,233002,WS/MP18153/2024-2025/137287,233002.0
124,Normal/Others,WS/MP18153/2024-2025/137293-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Basti Ram Lal   (Maste Ke)(Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,231827,WS/MP18153/2024-2025/137293,231827.0
125,Normal/Others,WS/MP18153/2024-2025/135257-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Sher Khan Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232180,WS/MP18153/2024-2025/135257,232180.0
126,Normal/Others,WS/MP18153/2024-2025/135256-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Mahalam,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415,WS/MP18153/2024-2025/135256,232415.0
127,Normal/Others,WS/MP18153/2024-2025/135255-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Ale Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232062,WS/MP18153/2024-2025/135255,232062.0
128,Normal/Others,WS/MP18153/2024-2025/135259-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Kabbar Wachha,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650,WS/MP18153/2024-2025/135259,232650.0
129,Normal/Others,WS/MP18153/2024-2025/135258-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Village Sher Khan Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415,WS/MP18153/2024-2025/135258,232415.0
130,Normal/Others,WS/MP18153/2024-2025/135262-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Ghall Khurd,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232697,WS/MP18153/2024-2025/135262,232697.0
131,Normal/Others,WS/MP18153/2024-2025/135261-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Boys Mudki City,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232180,WS/MP18153/2024-2025/135261,232180.0
132,Normal/Others,WS/MP18153/2024-2025/135260-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Kabbar wachha,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415,WS/MP18153/2024-2025/135260,232415.0
133,Normal/Others,WS/MP18153/2024-2025/135263-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. Smart School Mana Singh Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415,WS/MP18153/2024-2025/135263,232415.0
134,Normal/Others,WS/MP18153/2024-2025/135266-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Girls Sen. Sec. School Mudki City,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415,WS/MP18153/2024-2025/135266,232415.0
